image_names,tags
stitch_1528,clear primary clear primary agriculture clear primary clear primary 
stitch_1529,agriculture clear water clear primary agriculture clear primary road partly_cloudy primary 
stitch_1530,agriculture clear primary clear primary clear primary clear primary 
stitch_1531,clear primary  clear primary clear primary 
stitch_1532,clear primary clear primary agriculture clear primary road agriculture clear primary water 
stitch_1533,agriculture clear cultivation primary  agriculture partly_cloudy primary road water  
stitch_1534,clear primary clear primary clear primary  
stitch_1535,clear primary blooming clear primary clear primary clear primary 
stitch_1536,clear primary water clear primary bare_ground clear primary road water agriculture partly_cloudy primary 
stitch_1537,agriculture clear primary road  clear primary clear primary road water 
stitch_1538,agriculture partly_cloudy primary partly_cloudy primary water agriculture clear primary road blooming clear primary 
stitch_1539,partly_cloudy primary agriculture clear habitation primary road water partly_cloudy primary agriculture clear cultivation primary 
stitch_1540,clear primary agriculture clear habitation primary agriculture partly_cloudy primary water  
stitch_1541, clear primary agriculture clear primary road water partly_cloudy primary water 
stitch_1542,clear primary water agriculture partly_cloudy primary road clear habitation primary water partly_cloudy primary 
stitch_1543,partly_cloudy primary agriculture clear cultivation primary road artisinal_mine clear primary agriculture clear cultivation primary 
stitch_1544,clear primary agriculture clear primary road clear primary partly_cloudy primary 
stitch_1545, clear cultivation habitation primary water agriculture clear cultivation primary agriculture clear cultivation primary water 
stitch_1546,agriculture clear primary road  clear primary clear primary 
stitch_1547,clear cultivation primary clear primary clear primary agriculture clear primary 
stitch_1548, partly_cloudy primary clear primary clear primary 
stitch_1549,agriculture clear primary water clear primary clear primary agriculture partly_cloudy primary road water 
stitch_1550,agriculture clear primary road water agriculture clear primary road clear primary agriculture clear primary road 
stitch_1551,clear primary  agriculture clear cultivation primary road clear primary 
stitch_1552,clear primary agriculture clear cultivation primary clear primary agriculture clear primary road water 
stitch_1553,partly_cloudy primary bare_ground clear habitation primary road clear primary  
stitch_1554,agriculture clear primary water clear primary agriculture clear habitation primary road clear primary 
stitch_1555,partly_cloudy primary water agriculture clear habitation primary agriculture clear primary clear cultivation habitation primary 
stitch_1556,agriculture clear cultivation primary clear primary road agriculture clear cultivation primary clear primary 
stitch_1557,agriculture clear primary road clear primary agriculture partly_cloudy primary agriculture bare_ground clear cultivation primary water 
stitch_1558,partly_cloudy primary clear primary clear primary agriculture clear cultivation primary road 
stitch_1559,clear primary clear primary   
stitch_1560,clear primary clear primary clear primary agriculture clear habitation road 
stitch_1561, agriculture partly_cloudy primary road partly_cloudy primary clear primary water 
stitch_1562,partly_cloudy primary agriculture clear primary agriculture clear habitation road  
stitch_1563,partly_cloudy primary clear primary partly_cloudy primary  
stitch_1564,clear primary clear cultivation primary water bare_ground clear habitation road water clear primary 
stitch_1565,blow_down clear primary agriculture clear primary road  clear cultivation habitation primary 
stitch_1566,agriculture cultivation habitation partly_cloudy primary road clear primary partly_cloudy primary blow_down partly_cloudy primary 
stitch_1567,agriculture clear primary water clear primary agriculture partly_cloudy primary clear primary 
stitch_1568,partly_cloudy primary partly_cloudy primary  clear habitation primary road water 
stitch_1569,clear primary clear primary clear cultivation primary slash_burn  
stitch_1570, agriculture clear primary water partly_cloudy primary clear primary 
stitch_1571,clear primary clear water clear primary clear primary water 
stitch_1572, clear primary clear primary clear primary 
stitch_1573,clear primary agriculture clear primary water agriculture clear primary water clear primary 
stitch_1574,partly_cloudy primary clear primary agriculture clear primary agriculture clear primary road water 
stitch_1575,clear primary water clear primary clear primary clear primary 
stitch_1576,cloud haze
stitch_1577,clear primary clear primary agriculture clear primary agriculture clear cultivation habitation primary road 
stitch_1578,agriculture cultivation partly_cloudy primary road partly_cloudy primary clear primary clear primary 
stitch_1579,clear primary agriculture artisinal_mine clear primary water clear cultivation primary clear primary 
stitch_1580,clear primary water partly_cloudy primary selective_logging water clear primary water clear primary 
stitch_1581,agriculture clear cultivation primary agriculture partly_cloudy primary road agriculture clear primary water clear primary water 
stitch_1582,clear primary agriculture habitation partly_cloudy primary water clear primary clear primary 
stitch_1583,agriculture partly_cloudy primary road water clear primary clear primary agriculture partly_cloudy primary 
stitch_1584,agriculture clear primary water clear primary road clear primary  
stitch_1585,agriculture clear habitation primary road agriculture bare_ground clear habitation primary road clear primary agriculture habitation partly_cloudy primary 
stitch_1586,clear primary clear primary clear primary agriculture clear habitation primary road 
stitch_1587,agriculture clear primary road agriculture cultivation partly_cloudy primary road water clear primary clear primary 
stitch_1588,agriculture clear habitation primary road agriculture clear habitation primary partly_cloudy primary partly_cloudy primary 
stitch_1589,agriculture clear cultivation habitation primary water conventional_mine partly_cloudy primary partly_cloudy primary water partly_cloudy primary 
stitch_1590,clear primary  clear primary clear primary 
stitch_1591,agriculture clear primary clear primary water clear primary partly_cloudy primary 
stitch_1592,agriculture clear cultivation primary selective_logging water artisinal_mine clear primary road water clear primary clear water 
stitch_1593,clear primary road water agriculture clear cultivation habitation primary water partly_cloudy primary water clear primary 
stitch_1594,cloud haze
stitch_1595,clear primary agriculture clear primary road partly_cloudy primary clear primary 
stitch_1596,clear primary road selective_logging agriculture clear habitation primary road agriculture clear primary clear primary 
stitch_1597,clear primary road water clear primary clear primary clear primary 
stitch_1598,agriculture clear primary road cultivation partly_cloudy primary clear primary partly_cloudy primary 
stitch_1599,clear primary agriculture clear primary water partly_cloudy primary water agriculture cultivation partly_cloudy primary 
stitch_1600,clear primary clear primary clear primary clear primary road selective_logging 
stitch_1601,clear primary agriculture partly_cloudy primary road partly_cloudy primary clear primary 
stitch_1602, partly_cloudy primary clear primary clear cultivation primary 
stitch_1603, clear primary partly_cloudy primary agriculture clear primary water 
stitch_1604,clear primary agriculture clear primary water agriculture clear primary road water agriculture clear habitation primary road 
stitch_1605,agriculture clear cultivation primary agriculture clear cultivation primary clear primary partly_cloudy primary 
stitch_1606,agriculture clear primary clear primary water agriculture clear cultivation primary  
stitch_1607,blooming clear primary clear primary clear cultivation primary agriculture clear primary road 
stitch_1608,clear primary clear primary clear primary water clear primary 
stitch_1609,clear primary clear primary  clear primary 
stitch_1610,cloud haze
stitch_1611,clear primary road water agriculture clear habitation primary road water clear primary clear primary 
stitch_1612,cloud haze
stitch_1613,partly_cloudy primary clear primary partly_cloudy primary clear water 
stitch_1614,habitation partly_cloudy primary water agriculture clear primary clear primary artisinal_mine bare_ground clear water 
stitch_1615,partly_cloudy primary clear primary road water agriculture clear road agriculture partly_cloudy primary 
stitch_1616,clear primary  clear primary partly_cloudy primary 
stitch_1617, clear primary  clear primary 
stitch_1618,clear primary clear primary clear primary clear primary 
stitch_1619,clear primary agriculture clear primary clear primary clear primary 
stitch_1620,agriculture cultivation partly_cloudy primary clear primary clear primary clear cultivation primary 
stitch_1621, clear primary bare_ground clear primary clear primary road water 
stitch_1622,agriculture clear primary road clear primary  agriculture clear primary water 
stitch_1623,agriculture clear primary road agriculture clear cultivation primary agriculture clear primary road water agriculture clear primary road water 
stitch_1624,agriculture clear cultivation primary water clear primary partly_cloudy primary road water agriculture clear 
stitch_1625,agriculture partly_cloudy primary clear primary partly_cloudy primary clear primary water 
stitch_1626,agriculture clear cultivation primary water agriculture clear habitation primary road  clear primary 
stitch_1627, partly_cloudy primary clear primary clear primary water 
stitch_1628,agriculture partly_cloudy primary clear primary clear primary clear water 
stitch_1629,agriculture clear cultivation primary partly_cloudy primary  clear primary 
stitch_1630,  partly_cloudy primary clear primary 
stitch_1631,partly_cloudy primary water clear primary water  agriculture clear primary 
stitch_1632,agriculture clear primary road water clear primary clear primary water agriculture clear primary 
stitch_1633,agriculture clear primary agriculture clear habitation primary   
stitch_1634,agriculture clear primary road agriculture clear habitation primary road clear primary clear primary 
stitch_1635,clear primary clear primary partly_cloudy primary  
stitch_1636,agriculture clear primary agriculture clear habitation primary road water clear primary clear primary 
stitch_1637,agriculture clear habitation primary road agriculture clear primary road clear primary clear primary 
stitch_1638,clear primary clear primary clear cultivation primary clear primary 
stitch_1639, agriculture clear primary clear water agriculture habitation partly_cloudy primary road 
stitch_1640,clear primary agriculture clear primary clear habitation road clear primary 
stitch_1641,partly_cloudy primary clear primary agriculture clear primary road water  
stitch_1642,clear primary road water clear primary agriculture habitation partly_cloudy primary road  
stitch_1643,clear primary  clear conventional_mine habitation primary road clear primary 
stitch_1644,clear primary  clear habitation primary road agriculture clear cultivation primary road 
stitch_1645,clear habitation primary road agriculture clear primary road clear primary clear primary 
stitch_1646,clear primary water  clear primary clear primary water 
stitch_1647,clear primary  clear primary clear primary 
stitch_1648,clear primary clear primary clear primary selective_logging clear primary 
stitch_1649,clear primary clear primary artisinal_mine clear primary water clear primary 
stitch_1650,clear primary clear primary agriculture clear cultivation primary agriculture cultivation partly_cloudy primary road 
stitch_1651,partly_cloudy primary clear primary water clear cultivation primary clear primary 
stitch_1652,agriculture partly_cloudy primary agriculture clear cultivation primary road clear primary partly_cloudy primary 
stitch_1653,bare_ground clear clear habitation road clear primary clear primary 
stitch_1654,clear primary clear primary partly_cloudy primary clear water 
stitch_1655,clear primary agriculture clear road agriculture clear primary road clear primary road selective_logging 
stitch_1656,clear primary clear primary partly_cloudy primary clear primary 
stitch_1657,clear habitation primary clear primary  partly_cloudy primary 
stitch_1658,clear habitation primary road agriculture clear primary road clear primary water agriculture clear habitation primary 
stitch_1659,clear primary agriculture bare_ground clear road agriculture partly_cloudy primary clear cultivation habitation primary 
stitch_1660,clear habitation primary road water agriculture clear primary water clear primary water clear primary 
stitch_1661,partly_cloudy primary clear primary clear primary water clear primary 
stitch_1662,clear primary clear primary clear primary clear cultivation primary 
stitch_1663, partly_cloudy primary clear primary agriculture clear cultivation primary 
stitch_1664,clear primary road selective_logging water clear primary clear primary clear cultivation habitation primary water 
stitch_1665,clear primary agriculture clear primary road  clear primary water 
stitch_1666,clear primary clear primary clear primary partly_cloudy primary 
stitch_1667,agriculture clear clear habitation primary water clear primary agriculture clear habitation primary 
stitch_1668,agriculture clear primary road agriculture clear primary road clear primary  
stitch_1669,partly_cloudy primary clear primary clear cultivation primary partly_cloudy primary 
stitch_1670,  partly_cloudy primary clear primary water 
stitch_1671,agriculture partly_cloudy primary clear primary selective_logging water agriculture clear primary road  
stitch_1672,agriculture clear primary partly_cloudy primary clear primary clear primary 
stitch_1673,agriculture partly_cloudy primary water agriculture clear primary road  clear primary 
stitch_1674,clear primary water agriculture clear primary partly_cloudy primary clear primary 
stitch_1675,clear primary agriculture partly_cloudy primary clear primary clear primary 
stitch_1676,agriculture cultivation partly_cloudy primary  agriculture clear habitation primary road clear primary 
stitch_1677,partly_cloudy primary agriculture clear primary road clear primary agriculture clear primary water 
stitch_1678,partly_cloudy primary water clear primary partly_cloudy primary clear cultivation primary water 
stitch_1679,partly_cloudy primary agriculture blow_down clear primary partly_cloudy primary water clear primary 
stitch_1680,agriculture partly_cloudy primary clear primary clear water agriculture partly_cloudy primary road 
stitch_1681,clear primary clear primary water clear primary agriculture clear cultivation primary 
stitch_1682,clear primary clear primary clear primary road water agriculture partly_cloudy primary water 
stitch_1683,agriculture partly_cloudy primary clear primary water agriculture cultivation partly_cloudy primary agriculture clear road 
stitch_1684, clear primary  clear primary 
stitch_1685, clear primary partly_cloudy primary clear primary 
stitch_1686,habitation partly_cloudy primary water agriculture partly_cloudy primary   
stitch_1687,agriculture clear primary road water agriculture partly_cloudy primary road partly_cloudy primary water clear primary 
stitch_1688,clear primary agriculture clear habitation primary road agriculture clear primary water  
stitch_1689,clear habitation road partly_cloudy primary partly_cloudy primary clear primary 
stitch_1690,clear primary clear primary partly_cloudy primary blow_down clear primary 
stitch_1691,agriculture clear primary water clear primary agriculture partly_cloudy primary water agriculture partly_cloudy primary road 
stitch_1692,agriculture clear road clear primary road water clear primary agriculture clear water 
stitch_1693,agriculture clear cultivation primary partly_cloudy primary clear primary clear cultivation primary 
stitch_1694,clear water agriculture clear primary road clear primary partly_cloudy primary water 
stitch_1695,agriculture clear cultivation primary clear primary agriculture clear cultivation primary clear primary 
stitch_1696,agriculture clear primary agriculture clear cultivation primary agriculture partly_cloudy primary road clear primary 
stitch_1697,clear primary partly_cloudy primary agriculture clear primary clear primary 
stitch_1698, agriculture clear habitation road agriculture clear cultivation primary clear primary 
stitch_1699, agriculture clear cultivation primary road water  agriculture clear road 
stitch_1700,clear primary clear primary  clear primary water 
stitch_1701,agriculture clear primary road clear primary water clear primary water agriculture cultivation partly_cloudy primary 
stitch_1702,partly_cloudy primary clear primary selective_logging water partly_cloudy primary clear primary 
stitch_1703,clear primary water clear primary  clear primary 
stitch_1704, bare_ground clear primary clear primary clear primary 
stitch_1705,cloud haze
stitch_1706,clear primary artisinal_mine clear primary water clear primary agriculture clear cultivation primary road 
stitch_1707,partly_cloudy primary  clear primary partly_cloudy primary water 
stitch_1708,agriculture clear primary water clear primary clear primary  
stitch_1709,clear primary agriculture clear primary road clear primary clear primary 
stitch_1710, agriculture clear primary clear primary clear primary 
stitch_1711,partly_cloudy primary clear primary agriculture clear habitation primary agriculture clear primary road 
stitch_1712,clear primary agriculture clear cultivation habitation primary water  clear primary 
stitch_1713,clear primary road water agriculture partly_cloudy primary agriculture clear habitation primary road clear primary 
stitch_1714, artisinal_mine clear primary road water clear primary water clear primary 
stitch_1715,agriculture partly_cloudy primary road agriculture clear primary road agriculture clear primary clear primary 
stitch_1716,clear primary agriculture clear primary clear primary clear primary 
stitch_1717, clear cultivation primary slash_burn clear primary agriculture clear primary road 
stitch_1718,clear primary clear primary agriculture cultivation habitation partly_cloudy primary water clear primary 
stitch_1719,clear primary agriculture clear primary road agriculture partly_cloudy primary road water agriculture clear primary road water 
stitch_1720,partly_cloudy primary water clear water clear primary clear primary 
stitch_1721,clear primary clear primary  agriculture clear primary road 
stitch_1722,cloud haze
stitch_1723,agriculture clear primary road  blooming clear primary road clear primary 
stitch_1724,agriculture clear primary clear primary agriculture clear primary agriculture clear habitation primary road 
stitch_1725, clear primary agriculture clear primary road clear primary 
stitch_1726,clear primary water clear primary road water clear primary clear primary 
stitch_1727,agriculture cultivation habitation partly_cloudy primary road clear cultivation primary partly_cloudy primary clear primary road water 
stitch_1728,blooming clear primary clear primary water   
stitch_1729,clear cultivation primary slash_burn bare_ground partly_cloudy primary agriculture clear cultivation primary water agriculture clear primary 
stitch_1730,agriculture clear road clear primary clear primary water agriculture clear water 
stitch_1731,clear primary clear primary bare_ground clear primary water agriculture clear primary road 
stitch_1732,partly_cloudy primary  clear primary clear primary 
stitch_1733,clear primary water agriculture partly_cloudy primary agriculture clear primary road agriculture clear habitation primary road 
stitch_1734,clear primary road water  agriculture clear primary road agriculture clear primary 
stitch_1735,clear primary water clear primary  partly_cloudy primary 
stitch_1736,partly_cloudy primary clear primary agriculture clear cultivation primary agriculture clear primary road 
stitch_1737,clear primary agriculture clear cultivation primary  agriculture clear primary road 
stitch_1738,agriculture cultivation partly_cloudy primary water clear primary  clear cultivation habitation primary road 
stitch_1739,agriculture clear primary road clear primary water partly_cloudy primary agriculture clear primary road 
stitch_1740,clear primary clear primary  agriculture clear primary 
stitch_1741,clear primary  clear primary clear primary 
stitch_1742, partly_cloudy primary clear primary clear primary 
stitch_1743,cloud haze
stitch_1744,clear primary agriculture partly_cloudy primary road clear cultivation primary slash_burn clear habitation primary road 
stitch_1745,partly_cloudy primary partly_cloudy primary water partly_cloudy primary agriculture partly_cloudy primary road 
stitch_1746, partly_cloudy primary road clear primary  
stitch_1747,agriculture partly_cloudy primary water clear water  clear cultivation primary slash_burn 
stitch_1748,clear primary agriculture clear cultivation primary clear primary partly_cloudy primary 
stitch_1749,clear primary clear primary  agriculture partly_cloudy primary road water 
stitch_1750,bare_ground clear habitation primary water clear primary artisinal_mine bare_ground clear road water agriculture clear primary 
stitch_1751,clear primary road selective_logging water agriculture clear primary agriculture clear primary road water clear primary 
stitch_1752,  agriculture clear habitation primary road agriculture clear habitation primary road water 
stitch_1753,agriculture clear habitation primary road water clear primary clear primary agriculture clear primary road 
stitch_1754,agriculture clear habitation primary road bare_ground clear primary road clear primary agriculture partly_cloudy primary 
stitch_1755,clear primary water clear primary agriculture cultivation partly_cloudy primary  
stitch_1756,clear primary clear primary clear primary partly_cloudy primary 
stitch_1757,clear primary water clear primary clear primary clear primary 
stitch_1758,partly_cloudy primary blooming clear primary clear primary partly_cloudy primary 
stitch_1759,partly_cloudy primary agriculture clear primary water clear primary agriculture clear cultivation primary water 
stitch_1760,clear primary partly_cloudy primary road water  clear primary 
stitch_1761, partly_cloudy primary partly_cloudy primary clear primary road water 
stitch_1762, agriculture partly_cloudy water clear cultivation primary water clear primary water 
stitch_1763,clear primary water clear primary agriculture clear primary road clear primary 
stitch_1764,clear cultivation primary slash_burn clear primary agriculture clear primary road clear primary water 
stitch_1765,agriculture clear primary road agriculture clear primary clear water  
stitch_1766,clear primary water agriculture clear primary road clear primary clear primary 
stitch_1767,agriculture clear primary agriculture bare_ground clear habitation primary road water agriculture clear primary road agriculture partly_cloudy primary road 
stitch_1768,agriculture clear primary water clear primary partly_cloudy primary road water clear primary 
stitch_1769,clear cultivation primary clear primary agriculture clear primary road clear primary 
stitch_1770,clear primary agriculture partly_cloudy primary clear primary clear primary 
stitch_1771,clear primary clear primary water clear primary clear primary 
stitch_1772,agriculture clear road water partly_cloudy primary  agriculture partly_cloudy primary road 
stitch_1773,clear primary clear primary clear primary clear primary 
stitch_1774, clear primary  clear primary 
stitch_1775,clear primary agriculture clear primary clear primary water blow_down clear primary 
stitch_1776,clear primary clear primary clear primary partly_cloudy primary 
stitch_1777,clear primary  agriculture habitation partly_cloudy primary road partly_cloudy primary 
stitch_1778,clear primary partly_cloudy primary clear primary  
stitch_1779,clear primary clear primary partly_cloudy primary clear conventional_mine primary 
stitch_1780,agriculture partly_cloudy primary road  partly_cloudy primary clear primary 
stitch_1781,clear primary agriculture partly_cloudy primary agriculture clear habitation primary road agriculture clear primary 
stitch_1782,agriculture clear cultivation primary  agriculture cultivation habitation partly_cloudy primary road clear primary 
stitch_1783,partly_cloudy primary clear primary agriculture partly_cloudy primary road  
stitch_1784,partly_cloudy primary water partly_cloudy primary clear primary  
stitch_1785,clear cultivation primary water clear primary clear primary agriculture clear cultivation primary 
stitch_1786,agriculture clear primary road clear primary  agriculture cultivation partly_cloudy primary 
stitch_1787,agriculture clear primary road water blow_down clear primary  clear primary 
stitch_1788,clear primary clear primary water partly_cloudy primary clear primary 
stitch_1789,clear primary agriculture clear road water clear primary  
stitch_1790,cloud haze
stitch_1791, clear primary water clear primary clear primary 
stitch_1792,clear primary clear primary clear primary agriculture clear primary road 
stitch_1793, clear primary water clear primary agriculture partly_cloudy primary road 
stitch_1794,clear primary  clear primary partly_cloudy primary water 
stitch_1795,agriculture clear primary partly_cloudy primary partly_cloudy primary clear primary 
stitch_1796,clear habitation primary road water partly_cloudy primary agriculture clear primary road agriculture clear cultivation primary water 
stitch_1797,agriculture clear primary partly_cloudy primary clear primary blooming partly_cloudy primary 
stitch_1798, clear primary partly_cloudy primary agriculture clear habitation primary road 
stitch_1799,clear primary agriculture cultivation partly_cloudy primary clear primary partly_cloudy primary 
stitch_1800,cloud haze
stitch_1801,clear primary agriculture partly_cloudy primary road clear water bare_ground clear primary road 
stitch_1802,clear primary agriculture clear cultivation primary clear primary clear primary 
stitch_1803,clear primary agriculture clear primary clear primary agriculture clear primary water 
stitch_1804,agriculture clear primary clear primary cultivation partly_cloudy primary clear primary 
stitch_1805,clear primary agriculture clear cultivation habitation primary road clear primary clear primary water 
stitch_1806,agriculture conventional_mine habitation partly_cloudy primary road agriculture clear primary water partly_cloudy primary clear primary 
stitch_1807,clear cultivation habitation primary road water agriculture clear primary road clear primary clear primary 
stitch_1808,clear primary water partly_cloudy primary clear cultivation primary road partly_cloudy primary 
stitch_1809,partly_cloudy primary  agriculture clear habitation primary road agriculture clear habitation primary road 
stitch_1810,agriculture partly_cloudy primary clear cultivation primary clear primary water clear primary 
stitch_1811,agriculture clear cultivation primary   agriculture clear primary road 
stitch_1812,partly_cloudy primary agriculture partly_cloudy primary clear primary  
stitch_1813,agriculture clear primary water clear primary clear primary clear primary water 
stitch_1814,agriculture clear primary road clear cultivation primary road  agriculture cultivation partly_cloudy primary road 
stitch_1815,agriculture clear cultivation primary clear primary water clear primary road water  
stitch_1816,agriculture clear primary agriculture clear habitation primary road clear primary agriculture clear primary road 
stitch_1817,agriculture clear cultivation primary clear primary agriculture clear cultivation primary clear primary selective_logging 
stitch_1818,clear primary clear cultivation primary  agriculture clear primary road water 
stitch_1819,agriculture clear primary road partly_cloudy primary partly_cloudy primary clear primary 
stitch_1820,clear primary partly_cloudy primary road clear primary clear primary 
stitch_1821, clear primary clear primary clear primary 
stitch_1822,clear cultivation primary road selective_logging clear primary agriculture cultivation partly_cloudy primary water clear primary 
stitch_1823,agriculture partly_cloudy primary partly_cloudy primary clear primary agriculture clear primary road 
stitch_1824,clear primary clear primary agriculture clear habitation primary road clear primary road selective_logging 
stitch_1825,agriculture clear cultivation habitation primary road water clear primary agriculture clear primary  
stitch_1826,agriculture clear habitation primary water clear primary clear primary clear primary 
stitch_1827,cloud haze
stitch_1828,partly_cloudy primary agriculture partly_cloudy primary road partly_cloudy primary clear primary 
stitch_1829,agriculture bare_ground clear primary agriculture clear habitation primary road partly_cloudy primary clear primary 
stitch_1830,clear primary agriculture clear primary road agriculture clear primary  
stitch_1831, agriculture partly_cloudy primary clear primary agriculture clear habitation primary road water 
stitch_1832,clear primary clear primary agriculture partly_cloudy primary clear primary 
stitch_1833,clear primary clear primary agriculture clear primary road partly_cloudy primary 
stitch_1834,agriculture clear habitation primary road agriculture clear primary road partly_cloudy primary clear primary 
stitch_1835,clear primary agriculture blow_down clear cultivation primary clear primary clear primary road water 
stitch_1836,clear habitation primary road agriculture clear primary water clear primary clear primary 
stitch_1837,partly_cloudy primary clear primary clear primary water partly_cloudy primary 
stitch_1838,agriculture clear primary clear primary agriculture partly_cloudy primary clear primary road 
stitch_1839,agriculture clear habitation primary road clear primary clear primary clear primary water 
stitch_1840,clear primary  partly_cloudy primary agriculture habitation partly_cloudy primary road 
stitch_1841,clear primary  clear primary  
stitch_1842,artisinal_mine clear primary water clear primary clear primary blooming clear primary 
stitch_1843,clear primary  agriculture partly_cloudy primary agriculture clear cultivation primary 
stitch_1844,agriculture partly_cloudy primary road water clear primary partly_cloudy primary road clear primary 
stitch_1845, clear primary clear primary clear primary 
stitch_1846,agriculture clear habitation primary road agriculture clear cultivation primary road partly_cloudy primary  
stitch_1847,agriculture cultivation partly_cloudy primary water agriculture partly_cloudy primary clear primary clear primary 
stitch_1848,clear primary clear primary water clear primary partly_cloudy primary 
stitch_1849,partly_cloudy primary clear primary clear primary water agriculture clear habitation primary water 
stitch_1850,clear primary agriculture clear primary road clear habitation road clear primary 
stitch_1851,partly_cloudy primary clear primary partly_cloudy primary  
stitch_1852,cloud haze
stitch_1853,cloud haze
stitch_1854,clear habitation primary clear primary agriculture partly_cloudy primary  
stitch_1855,clear habitation primary road clear primary clear primary clear primary 
stitch_1856,agriculture clear cultivation primary agriculture habitation partly_cloudy primary road  agriculture clear primary road 
stitch_1857,agriculture partly_cloudy primary clear primary clear habitation primary partly_cloudy primary 
stitch_1858,agriculture clear cultivation primary clear primary partly_cloudy primary water agriculture clear habitation primary road 
stitch_1859,clear primary clear primary agriculture clear cultivation habitation primary road agriculture clear primary road 
stitch_1860, agriculture clear primary road water clear primary agriculture partly_cloudy primary 
stitch_1861,partly_cloudy primary agriculture clear cultivation primary  agriculture clear primary 
stitch_1862,clear primary agriculture clear primary road clear primary clear primary 
stitch_1863, clear primary agriculture clear road water clear cultivation primary 
stitch_1864,partly_cloudy primary agriculture clear cultivation primary partly_cloudy primary artisinal_mine clear primary road water 
stitch_1865,clear primary agriculture bare_ground clear primary agriculture clear cultivation primary agriculture clear cultivation primary 
stitch_1866, agriculture partly_cloudy primary road clear primary selective_logging clear primary 
stitch_1867,clear primary agriculture clear primary road clear habitation primary road clear primary 
stitch_1868,clear primary water clear primary partly_cloudy primary clear primary 
stitch_1869,clear primary clear primary clear habitation primary clear primary water 
stitch_1870,clear habitation primary road water clear habitation primary water agriculture clear habitation primary road clear primary water 
stitch_1871,clear primary water clear cultivation primary clear cultivation primary agriculture clear water 
stitch_1872,clear primary clear primary agriculture clear cultivation primary road agriculture clear habitation primary road 
stitch_1873,clear primary agriculture partly_cloudy primary road clear primary clear primary 
stitch_1874,agriculture cultivation partly_cloudy primary road clear primary water clear habitation primary road clear primary water 
stitch_1875,clear primary clear primary cultivation habitation partly_cloudy primary agriculture clear habitation primary road 
stitch_1876,clear primary clear primary partly_cloudy primary agriculture partly_cloudy primary 
stitch_1877,agriculture habitation partly_cloudy primary road clear primary clear primary clear primary 
stitch_1878,agriculture clear habitation primary road agriculture clear primary water clear primary clear primary 
stitch_1879,clear primary clear primary road selective_logging water clear primary clear primary 
stitch_1880,agriculture clear habitation primary clear primary clear primary agriculture clear cultivation primary 
stitch_1881,clear primary clear primary clear primary agriculture clear habitation primary road 
stitch_1882,clear primary agriculture clear cultivation primary road agriculture bare_ground clear primary road water clear primary 
stitch_1883,agriculture clear primary road partly_cloudy primary  clear primary 
stitch_1884,clear primary  clear primary agriculture partly_cloudy primary water 
stitch_1885,agriculture clear cultivation primary water partly_cloudy primary clear primary road water agriculture clear cultivation primary road 
stitch_1886,agriculture artisinal_mine clear road water agriculture clear habitation primary road agriculture partly_cloudy primary water agriculture clear cultivation primary road 
stitch_1887,clear primary clear primary clear water clear primary 
stitch_1888,agriculture bare_ground clear habitation primary clear primary water  agriculture clear primary road 
stitch_1889, clear primary partly_cloudy primary agriculture clear primary road 
stitch_1890,agriculture habitation partly_cloudy primary road agriculture cultivation partly_cloudy primary water clear primary clear water 
stitch_1891,clear primary cultivation habitation partly_cloudy primary road clear primary clear primary 
stitch_1892,agriculture clear primary water partly_cloudy primary agriculture clear primary partly_cloudy primary 
stitch_1893,clear primary clear primary clear primary agriculture clear habitation primary road 
stitch_1894,clear primary agriculture clear primary water agriculture clear primary partly_cloudy primary 
stitch_1895, agriculture clear primary agriculture artisinal_mine clear cultivation primary water clear primary 
stitch_1896,agriculture partly_cloudy primary artisinal_mine clear primary water clear water agriculture clear primary road water 
stitch_1897,clear primary water clear primary bare_ground clear habitation primary road agriculture clear primary 
stitch_1898,clear primary  agriculture clear primary agriculture clear primary 
stitch_1899,clear primary  clear water partly_cloudy primary 
stitch_1900,clear primary clear primary   
stitch_1901,clear cultivation primary water clear cultivation habitation primary clear primary clear primary 
stitch_1902,partly_cloudy primary agriculture partly_cloudy primary clear primary clear primary 
stitch_1903,agriculture clear primary agriculture clear primary clear primary agriculture clear primary road 
stitch_1904,clear primary clear primary clear primary clear primary 
stitch_1905,cloud haze
stitch_1906,partly_cloudy primary agriculture clear habitation primary road water  partly_cloudy primary 
stitch_1907,clear primary water agriculture clear habitation primary road clear primary road selective_logging clear primary 
stitch_1908,clear primary water clear primary clear primary partly_cloudy primary 
stitch_1909,agriculture clear primary road  clear primary clear primary 
stitch_1910,clear primary clear primary clear habitation primary water clear primary 
stitch_1911,agriculture clear cultivation habitation primary agriculture clear cultivation primary agriculture clear primary agriculture clear primary 
stitch_1912,clear primary partly_cloudy primary water  agriculture clear cultivation primary 
stitch_1913, agriculture cultivation partly_cloudy primary clear primary clear primary 
stitch_1914, agriculture partly_cloudy primary agriculture partly_cloudy primary road agriculture clear habitation primary water 
stitch_1915,clear primary agriculture clear primary road water agriculture clear primary partly_cloudy primary 
stitch_1916,agriculture clear primary clear primary agriculture clear primary road agriculture clear cultivation primary water 
stitch_1917,clear primary partly_cloudy primary clear primary clear primary 
stitch_1918,bare_ground clear primary road agriculture clear cultivation primary agriculture clear primary road  
stitch_1919,clear primary partly_cloudy primary clear primary agriculture clear primary 
